acct_num,status,gender,last_name,first_name,salary,city,state,
CU-06518702,RR,F,TAYLOR, betty,$127219,binghamton,NY,
CU-68735400,RR,F,TAYLOR, sandra,$188512,binghamton,NY,
CU-19511304,RMS,F,TAYLOR, ashley,$248750,binghamton,NY,
CU-90096766,RMS,F,TAYLOR, dorothy,$37416,binghamton,NY,
CU-43564686,RR,F,TAYLOR, kimberly,$242241,binghamton,NY,
CU-55340940,RR,F,TAYLOR, emily,$159638,binghamton,NY,
CU-03331838,RR,F,TAYLOR, donna,$259827,binghamton,NY,
CU-59643970,RM,F,TAYLOR, michelle,$262205,binghamton,NY,
CU-00917318,RM,F,TAYLOR, carol,$292843,binghamton,NY,
CU-37490153,RR,F,TAYLOR, amanda,$121454,binghamton,NY,
CU-80762267,RR,F,TAYLOR, melissa,$221368,binghamton,NY,
CU-17485594,RM,F,TAYLOR, deborah,$145082,binghamton,NY,
CU-26039390,RR,F,TAYLOR, stephanie,$245427,binghamton,NY,
CU-16730909,RR,F,TAYLOR, rebecca,$66340,binghamton,NY,
CU-22954915,RM,F,TAYLOR, laura,$249432,binghamton,NY,
CU-69769385,RR,F,TAYLOR, sharon,$170939,binghamton,NY,
CU-67161349,RR,F,TAYLOR, cynthia,$241469,binghamton,NY,
CU-06754640,RR,F,TAYLOR, kathleen,$163702,binghamton,NY,
CU-57306231,RR,F,TAYLOR, amy,$242164,binghamton,NY,
CU-57769763,RMS,F,TAYLOR, shirley,$169507,binghamton,NY,
CU-89142581,RR,F,TAYLOR, angela,$292958,binghamton,NY,
CU-60950465,RR,F,TAYLOR, helen,$143691,binghamton,NY,
CU-25168599,RM,F,TAYLOR, anna,$83956,binghamton,NY,
CU-99886805,RR,F,TAYLOR, brenda,$66750,binghamton,NY,
CU-54267623,RM,F,TAYLOR, pamela,$62885,binghamton,NY,
CU-93643404,RM,F,TAYLOR, nicole,$210129,binghamton,NY,
CU-60574907,RR,F,TAYLOR, samantha,$174401,binghamton,NY,
CU-88981179,RM,F,TAYLOR, katherine,$71422,binghamton,NY,
CU-00257055,RR,F,TAYLOR, emma,$219658,binghamton,NY,
CU-43585613,RR,F,TAYLOR, ruth,$226510,binghamton,NY,
CU-18785886,RR,F,TAYLOR, christine,$88521,binghamton,NY,
CU-52419767,RR,F,TAYLOR, catherine,$178566,binghamton,NY,
CU-56155343,RR,F,TAYLOR, debra,$253281,binghamton,NY,
CU-46181084,RMS,F,TAYLOR, rachel,$243373,binghamton,NY,
CU-88463483,RMS,F,TAYLOR, carolyn,$189074,binghamton,NY,
CU-60270536,RR,F,TAYLOR, janet,$207543,binghamton,NY,
CU-50839776,RMS,F,TAYLOR, virginia,$218085,binghamton,NY,
CU-38455334,RMS,F,TAYLOR, maria,$143942,binghamton,NY,
CU-97268249,RM,F,TAYLOR, heather,$70640,binghamton,NY,
CU-10436248,RR,F,TAYLOR, diane,$144870,binghamton,NY,
CU-07011998,RMS,F,TAYLOR, julie,$70444,binghamton,NY,
CU-96939649,RM,F,TAYLOR, joyce,$31540,binghamton,NY,
CU-89879638,RR,F,TAYLOR, victoria,$112806,binghamton,NY,
CU-45155453,RM,F,TAYLOR, kelly,$34266,binghamton,NY,
CU-90385285,RMS,F,TAYLOR, christina,$246357,binghamton,NY,
CU-31358916,RR,F,TAYLOR, lauren,$192693,binghamton,NY,
CU-03668107,RR,F,TAYLOR, joan,$198237,binghamton,NY,
CU-78652785,RR,F,TAYLOR, evelyn,$146971,binghamton,NY,
CU-94320756,RR,F,TAYLOR, olivia,$99715,binghamton,NY,
CU-79409942,RM,F,TAYLOR, judith,$143735,binghamton,NY,
CU-70514961,RR,F,TAYLOR, megan,$241526,binghamton,NY,
CU-86344222,RR,F,TAYLOR, cheryl,$91576,binghamton,NY,
CU-92225367,RR,F,TAYLOR, martha,$152720,binghamton,NY,
CU-84020651,RR,F,TAYLOR, andrea,$61572,binghamton,NY,
CU-01577690,RR,F,TAYLOR, frances,$137905,binghamton,NY,
CU-30043355,RR,F,TAYLOR, hannah,$181666,binghamton,NY,
CU-27488403,RM,F,TAYLOR, jacqueline,$287833,binghamton,NY,
CU-77185948,RR,F,TAYLOR, ann,$264482,binghamton,NY,
CU-71974242,RR,F,TAYLOR, gloria,$88279,binghamton,NY,
CU-11866489,RR,F,TAYLOR, jean,$221273,binghamton,NY,
CU-73024400,RR,F,TAYLOR, kathryn,$55222,binghamton,NY,
CU-51593104,RM,F,TAYLOR, alice,$171722,binghamton,NY,
CU-03183300,RR,F,TAYLOR, teresa,$270655,binghamton,NY,
CU-96437786,RMS,F,TAYLOR, sara,$185997,binghamton,NY,
CU-28352534,RM,F,TAYLOR, janice,$165692,binghamton,NY,
CU-08325660,RR,F,TAYLOR, doris,$66032,binghamton,NY,
CU-72596815,RR,F,TAYLOR, madison,$233488,binghamton,NY,
CU-36601063,RR,F,TAYLOR, julia,$207878,binghamton,NY,
CU-40017854,RR,F,TAYLOR, grace,$125191,binghamton,NY,
CU-49453559,RR,F,TAYLOR, judy,$110295,binghamton,NY,
CU-15955103,RR,F,TAYLOR, abigail,$202605,binghamton,NY,
CU-68890615,RMS,F,TAYLOR, marie,$118244,binghamton,NY,
CU-90742546,RM,F,TAYLOR, denise,$103253,binghamton,NY,
CU-20751857,RR,F,TAYLOR, beverly,$192998,binghamton,NY,
CU-05794547,RR,F,TAYLOR, amber,$265142,binghamton,NY,
CU-53337434,RR,F,TAYLOR, theresa,$78521,binghamton,NY,
CU-78077456,RR,F,TAYLOR, marilyn,$121415,binghamton,NY,
CU-51444959,RMS,F,TAYLOR, danielle,$217281,binghamton,NY,
CU-49253417,RR,F,TAYLOR, diana,$149907,binghamton,NY,
CU-70588302,RR,F,TAYLOR, brittany,$162152,binghamton,NY,
CU-69804766,RR,F,TAYLOR, natalie,$45429,binghamton,NY,
CU-15341812,RR,F,TAYLOR, sophia,$162918,binghamton,NY,
CU-47766436,RR,F,TAYLOR, rose,$106362,binghamton,NY,
CU-42710995,RM,F,TAYLOR, isabella,$250651,binghamton,NY,
CU-39276250,RR,F,TAYLOR, alexis,$89915,binghamton,NY,
CU-25101669,RMS,F,TAYLOR, kayla,$90654,binghamton,NY,
CU-00180319,RMS,F,TAYLOR, charlotte,$198834,binghamton,NY,
CU-32197507^,RR,M,MOORE, james,$312098,ogdensburg,NY,
CU-27823097@,RMS,M,MOORE, john,$61914,hornell,NY,
CU-76219758^,RMS,M,MOORE, robert,$122170,niagara%falls,NY,
CU-40883583,RMS,M,MOORE, michael,$285014,plattsburgh,NY,
CU-63894344,RR,M,MOORE, william,$126311,hornell,NY,
CU-59507335^,RMS,M,MOORE, david,$249140,rome,NY,
CU-38673417,RM,M,MOORE, richard,$52528,olean,NY,
CU-12568322,RM,M,MOORE, joseph,$291671,ithaca,NY,
CU-45272433,RM,M,MOORE, thomas,$273176,rochester,NY,
CU-77137356,RR,M,MOORE, charles,$186787,geneva,NY,
CU-47830279,RM,M,MOORE, christopher,$168735,lackawanna,NY,
CU-61948659,RM,M,MOORE, daniel,$70911,plattsburgh,NY,
CU-05151628,RMS,M,MOORE, matthew,$51369,new%rochelle,NY,
CU-81212282,RM,M,MOORE, anthony,$55316,lockport,NY,
CU-40759255,RMS,M,MOORE, donald,$251669,port%jervis,NY,
CU-00168312,RMS,M,MOORE, mark,$70726,beacon,NY,
CU-88062818,RMS,M,MOORE, paul,$197582,oneida,NY,
CU-24529416,RM,M,MOORE, steven,$256802,auburn,NY,
CU-41138509,RM,M,MOORE, andrew,$329939,buffalo,NY,
CU-45527130,RMS,M,MOORE, kenneth,$271507,batavia,NY,
CU-07391915,RM,M,MOORE, joshua,$286224,albany,NY,
CU-13896300^,RMS,M,MOORE, kevin,$214382,canandaigua,NY,
CU-65973412^,RMS,M,MOORE, brian,$216917,rochester,NY,
CU-81368822,RM,M,MOORE, george,$250090,niagara%falls,NY,
CU-11836355,RMS,M,MOORE, edward,$138839,amsterdam,NY,
CU-97728716@,RR,M,MOORE, ronald,$140471,tonawanda,NY,
CU-76072927,RMS,M,MOORE, timothy,$292291,new%rochelle,NY,
CU-72271410,RMS,M,MOORE, jason,$188499,rye,NY,
CU-16459250,RMS,M,MOORE, jeffrey,$57197,schenectady,NY,
CU-23432433,RM,M,MOORE, ryan,$91592,little%falls,NY,
CU-92297020,RMS,M,MOORE, jacob,$231835,ithaca,NY,
CU-25271996,RMS,M,MOORE, gary,$93095,auburn,NY,
CU-17612741^,RM,M,MOORE, nicholas,$331106,troy,NY,
CU-83684532^,RMS,M,MOORE, eric,$139037,rye,NY,
CU-51028035@,RM,M,MOORE, jonathan,$273821,schenectady,NY,
CU-56578161@,RR,M,MOORE, stephen,$181510,albany,NY,
CU-92913286@,RM,M,MOORE, larry,$317127,tonawanda,NY,
CU-30934918^,RMS,M,MOORE, justin,$113420,oneida,NY,
CU-12910869,RMS,M,MOORE, scott,$76426,mechanicville,NY,
CU-35176995,RM,M,MOORE, brandon,$282504,binghamton,NY,
CU-92450148@,RR,M,MOORE, benjamin,$315569,corning,NY,
CU-54632704,RMS,M,MOORE, samuel,$308522,watervliet,NY,
CU-35530706,RMS,M,MOORE, frank,$344379,north%tonawanda,NY,
CU-31538765,RMS,M,MOORE, gregory,$215932,ithaca,NY,
CU-62128420@,RR,M,MOORE, raymond,$72183,auburn,NY,
CU-35290951@,RM,M,MOORE, alexander,$253302,batavia,NY,
CU-09226341^,RM,M,MOORE, patrick,$53844,mechanicville,NY,
CU-41560617,RMS,M,MOORE, jack,$99266,newburgh,NY,
CU-55497565,RM,M,MOORE, dennis,$165911,rome,NY,
CU-00820615,RM,M,MOORE, jerry,$64057,lockport,NY,
CU-79552204,RMS,M,MOORE, tyler,$214431,canandaigua,NY,
CU-34631751@,RMS,M,MOORE, aaron,$170883,dunkirk,NY,
CU-27998804,RMS,M,MOORE, jose,$121028,lockport,NY,
CU-02479479,RMS,M,MOORE, henry,$250922,niagara%falls,NY,
CU-40510420,RMS,M,MOORE, adam,$87543,lockport,NY,
CU-01903392,RMS,M,MOORE, douglas,$304780,watervliet,NY,
CU-16522742^,RMS,M,MOORE, nathan,$58318,watervliet,NY,
CU-73802824^,RM,M,MOORE, peter,$105721,rome,NY,
CU-03850893^,RMS,M,MOORE, zachary,$307861,kingston,NY,
CU-17993269,RMS,M,MOORE, kyle,$92369,hudson,NY,
CU-76266327,RM,M,MOORE, walter,$161351,,NY,
CU-38034651,RMS,M,MOORE, harold,$93624,rye,NY,
CU-17791486,RMS,M,MOORE, jeremy,$216393,sherrill,NY,
CU-32067787,RM,M,MOORE, ethan,$281197,glen%cove,NY,
CU-70238993,RM,M,MOORE, carl,$114395,niagara%falls,NY,
CU-95583757^,RMS,M,MOORE, keith,$122955,new%rochelle,NY,
CU-42049305,RMS,M,MOORE, roger,$286855,corning,NY,
CU-18891693@,RMS,M,MOORE, gerald,$316889,rensselaer,NY,
CU-93861769,RMS,M,MOORE, christian,$317632,saratoga%springs,NY,
CU-10069455,RMS,M,MOORE, terry,$112421,syracuse,NY,
CU-35074409,RMS,M,MOORE, sean,$180774,fulton,NY,
CU-74900827^,RMS,M,MOORE, arthur,$291916,fulton,NY,
CU-57467435@,RMS,M,MOORE, austin,$216148,new%york,NY,
CU-88265998,RR,M,MOORE, noah,$203233,rensselaer,NY,
CU-11466755,RMS,M,MOORE, lawrence,$342122,middletown,NY,
CU-97076956@,RM,M,MOORE, jesse,$336267,amsterdam,NY,
CU-35817744,RMS,M,MOORE, joe,$245642,elmira,NY,
CU-81273450@,RMS,M,MOORE, bryan,$180337,tonawanda,NY,
CU-58205436,RM,M,MOORE, billy,$234847,glens%falls,NY,
CU-75379680,RMS,M,MOORE, jordan,$216324,syracuse,NY,
CU-22274134,RM,M,MOORE, albert,$305029,corning,NY,
CU-20369265,RM,M,MOORE, dylan,$266935,mechanicville,NY,
CU-48332983,RM,M,MOORE, bruce,$142531,peekskill,NY,
CU-96853086,RM,M,MOORE, willie,$108252,plattsburgh,NY,
CU-26224549,RM,M,MOORE, gabriel,$213498,gloversville,NY,
CU-08152922^,RM,M,MOORE, alan,$251170,amsterdam,NY,
CU-59262439,RMS,M,MOORE, juan,$237635,fulton,NY,
CU-59603503@,RR,M,MOORE, logan,$285618,rensselaer,NY,
CU-94002872,RM,M,MOORE, wayne,$74130,long%beach,NY,
CU-57017087,RMS,M,MOORE, ralph,$168100,port%jervis,NY,
CU-26654075@,RMS,M,MOORE, roy,$240336,lockport,NY,
CU-29247849,RMS,M,MOORE, eugene,$314721,mount%vernon,NY,
CU-97966863@,RM,M,MOORE, randy,$160447,peekskill,NY,
CU-52569657,RMS,M,MOORE, vincent,$173671,geneva,NY,
CU-19862053,RMS,M,MOORE, russell,$182133,long%beach,NY,
CU-64844030,RMS,M,MOORE, louis,$329141,little%falls,NY,
CU-50732879@,RM,M,MOORE, philip,$72107,dunkirk,NY,
CU-91521477,RM,M,MOORE, bobby,$87760,rensselaer,NY,
CU-05358171@,RMS,M,MOORE, johnny,$91518,ogdensburg,NY,
CU-97902478,RMS,M,MOORE, bradley,$51650,johnstown,NY,
CU-96225553,RR,F,MOORE, mary,$251496,johnstown,NY,
CU-94194555,RM,F,MOORE, patricia,$129873,johnstown,NY,
CU-00172546,RR,F,MOORE, jennifer,$140039,johnstown,NY,
CU-37392393,RR,F,MOORE, linda,$229572,johnstown,NY,
CU-74375816,RR,F,MOORE, elizabeth,$177772,johnstown,NY,
CU-50536312,RR,F,MOORE, barbara,$84435,johnstown,NY,
CU-97454983,RM,F,MOORE, susan,$91361,johnstown,NY,
CU-64745182,RR,F,MOORE, jessica,$241964,johnstown,NY,
CU-67424985,RR,F,MOORE, sarah,$190876,johnstown,NY,
CU-52704092,RR,F,MOORE, karen,$94096,johnstown,NY,
CU-41105509,RR,F,MOORE, nancy,$108685,johnstown,NY,
CU-69337087,RMS,F,MOORE, lisa,$65596,johnstown,NY,
CU-86157987,RM,F,MOORE, margaret,$175040,johnstown,NY,
CU-26852715,RR,F,MOORE, betty,$101240,johnstown,NY,
CU-40611695,RR,F,MOORE, sandra,$74370,johnstown,NY,
CU-33469030,RM,F,MOORE, ashley,$262797,johnstown,NY,
CU-46255972,RR,F,MOORE, dorothy,$251430,johnstown,NY,
CU-88923513,RR,F,MOORE, kimberly,$77189,johnstown,NY,
CU-87046671,RM,F,MOORE, emily,$248268,johnstown,NY,
CU-09590060,RR,F,MOORE, donna,$35261,johnstown,NY,
CU-03542177,RM,F,MOORE, michelle,$287066,johnstown,NY,
CU-23332760,RR,F,MOORE, carol,$53795,johnstown,NY,
CU-71719728,RM,F,MOORE, amanda,$253283,johnstown,NY,
CU-04968279,RR,F,MOORE, melissa,$146118,johnstown,NY,
CU-30257061,RM,F,MOORE, deborah,$127117,johnstown,NY,
CU-84331875,RR,F,MOORE, stephanie,$238431,johnstown,NY,
CU-72428367,RMS,F,MOORE, rebecca,$299090,johnstown,NY,
CU-44420595,RM,F,MOORE, laura,$140948,johnstown,NY,
CU-57614282,RR,F,MOORE, sharon,$200853,johnstown,NY,
CU-52773252,RMS,F,MOORE, cynthia,$191498,johnstown,NY,
CU-95673040,RR,F,MOORE, kathleen,$208843,johnstown,NY,
CU-71309258,RR,F,MOORE, amy,$68364,johnstown,NY,
CU-55542038,RMS,F,MOORE, shirley,$91751,johnstown,NY,
CU-41275218,RMS,F,MOORE, angela,$145809,johnstown,NY,
CU-43419844,RR,F,MOORE, helen,$148102,johnstown,NY,
CU-04216624,RR,F,MOORE, anna,$135138,johnstown,NY,
CU-93605752,RM,F,MOORE, brenda,$89346,johnstown,NY,
CU-03309584,RR,F,MOORE, pamela,$75318,johnstown,NY,
CU-00413560,RM,F,MOORE, nicole,$165037,johnstown,NY,
CU-62735014,RR,F,MOORE, samantha,$96129,johnstown,NY,
CU-09446587,RR,F,MOORE, katherine,$42677,johnstown,NY,
CU-02248966,RR,F,MOORE, emma,$165706,johnstown,NY,
CU-12434709,RM,F,MOORE, ruth,$87291,johnstown,NY,
CU-52330353,RR,F,MOORE, christine,$226212,johnstown,NY,
CU-47778880,RMS,F,MOORE, catherine,$190186,johnstown,NY,
CU-56526970,RMS,F,MOORE, debra,$219274,johnstown,NY,
CU-16993436,RR,F,MOORE, rachel,$66027,johnstown,NY,
CU-86918025,RR,F,MOORE, carolyn,$206450,johnstown,NY,
CU-39083324,RMS,F,MOORE, janet,$114689,johnstown,NY,
CU-72270264,RMS,F,MOORE, virginia,$298724,johnstown,NY,
CU-87383781,RR,F,MOORE, maria,$228858,johnstown,NY,
CU-16800088,RR,F,MOORE, heather,$87052,johnstown,NY,
CU-91231471,RM,F,MOORE, diane,$36031,johnstown,NY,
CU-97231479,RMS,F,MOORE, julie,$204402,johnstown,NY,
CU-65672135,RR,F,MOORE, joyce,$59542,johnstown,NY,
CU-25311881,RR,F,MOORE, victoria,$39664,johnstown,NY,
CU-59292825,RR,F,MOORE, kelly,$244940,johnstown,NY,
CU-61661452,RR,F,MOORE, christina,$58311,johnstown,NY,
CU-28915402,RR,F,MOORE, lauren,$105085,johnstown,NY,
CU-40608156,RR,F,MOORE, joan,$186034,johnstown,NY,
CU-95365362,RM,F,MOORE, evelyn,$86761,johnstown,NY,
CU-12397952,RR,F,MOORE, olivia,$74986,johnstown,NY,
CU-87526913,RR,F,MOORE, judith,$252622,johnstown,NY,
CU-82548549,RR,F,MOORE, megan,$110913,johnstown,NY,
CU-52712253,RR,F,MOORE, cheryl,$105884,johnstown,NY,
CU-73868737,RR,F,MOORE, martha,$125351,johnstown,NY,
CU-87459625,RM,F,MOORE, andrea,$250471,johnstown,NY,
CU-89143020,RMS,F,MOORE, frances,$104501,johnstown,NY,
CU-11023988,RR,F,MOORE, hannah,$266820,johnstown,NY,
CU-91023681,RR,F,MOORE, jacqueline,$286941,johnstown,NY,
CU-89527147,RM,F,MOORE, ann,$239184,johnstown,NY,
CU-66589017,RR,F,MOORE, gloria,$57980,johnstown,NY,
CU-07371216,RR,F,MOORE, jean,$185560,johnstown,NY,
CU-66422189,RR,F,MOORE, kathryn,$158724,johnstown,NY,
CU-54885872,RM,F,MOORE, alice,$82375,johnstown,NY,
CU-68496079,RR,F,MOORE, teresa,$45045,johnstown,NY,
CU-89591205,RM,F,MOORE, sara,$109695,johnstown,NY,
CU-72226565,RR,F,MOORE, janice,$76281,johnstown,NY,
CU-19093626,RR,F,MOORE, doris,$141482,johnstown,NY,
CU-65041110,RM,F,MOORE, madison,$249084,johnstown,NY,
CU-34053472,RM,F,MOORE, julia,$54735,johnstown,NY,
CU-07564773,RMS,F,MOORE, grace,$177195,johnstown,NY,
CU-70561348,RR,F,MOORE, judy,$232389,johnstown,NY,
CU-44688030,RMS,F,MOORE, abigail,$128266,johnstown,NY,
CU-24672113,RM,F,MOORE, marie,$198777,johnstown,NY,
CU-89218004,RM,F,MOORE, denise,$225646,johnstown,NY,
CU-40926250,RR,F,MOORE, beverly,$77874,johnstown,NY,
CU-99897382,RR,F,MOORE, amber,$251980,johnstown,NY,
CU-87613442,RMS,F,MOORE, theresa,$63726,johnstown,NY,
CU-88042715,RR,F,MOORE, marilyn,$174069,johnstown,NY,
CU-74846348,RR,F,MOORE, danielle,$134784,johnstown,NY,
CU-16013322,RR,F,MOORE, diana,$100998,johnstown,NY,
CU-04232440,RMS,F,MOORE, brittany,$122478,johnstown,NY,
CU-29565838,RR,F,MOORE, natalie,$176561,johnstown,NY,
CU-75876297,RR,F,MOORE, sophia,$143522,johnstown,NY,
CU-69668447,RMS,F,MOORE, rose,$108904,johnstown,NY,
CU-34365024,RMS,F,MOORE, isabella,$77930,johnstown,NY,
CU-51980679,RM,F,MOORE, alexis,$55078,johnstown,NY,
CU-81371146,RR,F,MOORE, kayla,$216390,johnstown,NY,
CU-64679060,RMS,F,MOORE, charlotte,$95132,johnstown,NY,
CU-46264756,RMS,M,JACKSON, james,$131256,jamestown,NY,
CU-43758078^,RMS,M,JACKSON, john,$98018,kingston,NY,
CU-39658422,RMS,M,JACKSON, robert,$268035,new%york,NY,
CU-78317258,RM,M,JACKSON, michael,$307354,oneonta,NY,
CU-31639816@,RR,M,JACKSON, william,$283492,watervliet,NY,
CU-04228744,RM,M,JACKSON, david,$225836,corning,NY,
CU-81713108,RM,M,JACKSON, richard,$118260,utica,NY,
CU-81875482^,RR,M,JACKSON, joseph,$69560,watertown,NY,
CU-32173948,RM,M,JACKSON, thomas,$261213,newburgh,NY,
CU-58822981,RMS,M,JACKSON, charles,$168712,gloversville,NY,
CU-24774691,RR,M,JACKSON, christopher,$158307,yonkers,NY,
CU-30207830,RM,M,JACKSON, daniel,$341621,watervliet,NY,
CU-79295433,RM,M,JACKSON, matthew,$333619,jamestown,NY,
CU-73563013,RM,M,JACKSON, anthony,$214788,cohoes,NY,
CU-55868166,RR,M,JACKSON, donald,$177032,new%rochelle,NY,
CU-14453515,RR,M,JACKSON, mark,$290984,rye,NY,
CU-07554604,RM,M,JACKSON, paul,$206176,,NY,
CU-80026584,RMS,M,JACKSON, steven,$341742,johnstown,NY,
CU-44960403,RR,M,JACKSON, andrew,$147559,olean,NY,
CU-49935037,RMS,M,JACKSON, kenneth,$211522,ithaca,NY,
CU-97653354,RM,M,JACKSON, joshua,$176040,little%falls,NY,
CU-51134147,RM,M,JACKSON, kevin,$227272,lackawanna,NY,
CU-16780712,RMS,M,JACKSON, brian,$79354,albany,NY,
CU-19066664@,RM,M,JACKSON, george,$93478,schenectady,NY,
CU-67190453,RMS,M,JACKSON, edward,$127114,niagara%falls,NY,
CU-64745968^,RMS,M,JACKSON, ronald,$76351,binghamton,NY,
CU-01111970,RM,M,JACKSON, timothy,$297899,batavia,NY,
CU-76857677,RM,M,JACKSON, jason,$176715,cohoes,NY,
CU-59182150,RMS,M,JACKSON, jeffrey,$113889,albany,NY,
CU-91489012,RMS,M,JACKSON, ryan,$96018,kingston,NY,
CU-85421759,RM,M,JACKSON, jacob,$289523,hudson,NY,
CU-36816029,RM,M,JACKSON, gary,$289456,ogdensburg,NY,
CU-87450008,RM,M,JACKSON, nicholas,$251706,rome,NY,
CU-14148105,RMS,M,JACKSON, eric,$342326,long%beach,NY,
CU-81650386^,RR,M,JACKSON, jonathan,$112006,olean,NY,
CU-36968248@,RMS,M,JACKSON, stephen,$175431,ogdensburg,NY,
CU-27280879,RMS,M,JACKSON, larry,$323752,salamanca,NY,
CU-10333531^,RMS,M,JACKSON, justin,$324133,north%tonawanda,NY,
CU-29325767,RMS,M,JACKSON, scott,$172899,new%rochelle,NY,
CU-22072014^,RM,M,JACKSON, brandon,$347582,mechanicville,NY,
CU-42437979^,RMS,M,JACKSON, benjamin,$261929,new%rochelle,NY,
CU-70192390,RM,M,JACKSON, samuel,$143487,jamestown,NY,
CU-63712651@,RMS,M,JACKSON, frank,$84067,mount%vernon,NY,
CU-86780639,RM,M,JACKSON, gregory,$119775,buffalo,NY,
CU-83391993,RM,M,JACKSON, raymond,$100560,johnstown,NY,
CU-98589478,RM,M,JACKSON, alexander,$246853,oneonta,NY,
CU-12523443,RM,M,JACKSON, patrick,$72148,utica,NY,
CU-88329820^,RM,M,JACKSON, jack,$191884,new%rochelle,NY,
CU-67467750,RM,M,JACKSON, dennis,$97262,elmira,NY,
CU-81477909@,RMS,M,JACKSON, jerry,$184119,fulton,NY,
CU-44912804,RR,M,JACKSON, tyler,$334821,newburgh,NY,
CU-85975206,RM,M,JACKSON, aaron,$173437,gloversville,NY,
CU-00860609,RM,M,JACKSON, jose,$325334,,NY,
CU-10876000@,RMS,M,JACKSON, henry,$140101,oneonta,NY,
CU-96799887,RM,M,JACKSON, adam,$71766,watervliet,NY,
CU-06168324,RM,M,JACKSON, douglas,$215885,troy,NY,
CU-77014444,RR,M,JACKSON, nathan,$219994,newburgh,NY,
CU-20663413,RMS,M,JACKSON, peter,$243928,peekskill,NY,
CU-09550525@,RMS,M,JACKSON, zachary,$88875,utica,NY,
CU-07170726,RR,M,JACKSON, kyle,$222526,utica,NY,
CU-33703531,RMS,M,JACKSON, walter,$182509,niagara%falls,NY,
CU-58235762,RM,M,JACKSON, harold,$320754,port%jervis,NY,
CU-94391837^,RMS,M,JACKSON, jeremy,$279358,watertown,NY,
CU-36688557,RM,M,JACKSON, ethan,$96591,oneida,NY,
CU-87091852,RM,M,JACKSON, carl,$143966,buffalo,NY,
CU-56510573,RM,M,JACKSON, keith,$278380,tonawanda,NY,
CU-22438237@,RM,M,JACKSON, roger,$290459,new%york,NY,
CU-66318210,RR,M,JACKSON, gerald,$299613,ithaca,NY,
CU-33356093@,RMS,M,JACKSON, christian,$166202,hornell,NY,
CU-48504593,RMS,M,JACKSON, terry,$199634,watervliet,NY,
CU-59308453,RM,M,JACKSON, sean,$215610,cortland,NY,
CU-39005015@,RM,M,JACKSON, arthur,$264101,white%plains,NY,
CU-45139579,RM,M,JACKSON, austin,$263751,niagara%falls,NY,
CU-28520062@,RMS,M,JACKSON, noah,$89911,buffalo,NY,
CU-62404484,RMS,M,JACKSON, lawrence,$252870,watervliet,NY,
CU-10256002^,RR,M,JACKSON, jesse,$232825,newburgh,NY,
CU-51854276,RMS,M,JACKSON, joe,$238461,newburgh,NY,
CU-85934909,RM,M,JACKSON, bryan,$247143,ogdensburg,NY,
CU-97143789,RMS,M,JACKSON, billy,$227334,batavia,NY,
CU-75858969,RM,M,JACKSON, jordan,$60817,cortland,NY,
CU-86663883,RMS,M,JACKSON, albert,$212452,north%tonawanda,NY,
CU-80537151,RM,M,JACKSON, dylan,$336664,oneida,NY,
CU-36073892,RM,M,JACKSON, bruce,$50148,olean,NY,
CU-80349053^,RMS,M,JACKSON, willie,$117790,norwich,NY,
CU-97483656,RM,M,JACKSON, gabriel,$286394,troy,NY,
CU-06829564,RMS,M,JACKSON, alan,$61549,watertown,NY,
CU-37954338,RM,M,JACKSON, juan,$138197,fulton,NY,
CU-53773812,RM,M,JACKSON, logan,$270425,niagara%falls,NY,
CU-91125011,RM,M,JACKSON, wayne,$141352,cohoes,NY,
CU-41225696@,RR,M,JACKSON, ralph,$301041,elmira,NY,
CU-06628382,RMS,M,JACKSON, roy,$278856,mechanicville,NY,
CU-38674468^,RM,M,JACKSON, eugene,$203127,beacon,NY,
CU-64342825,RM,M,JACKSON, randy,$177966,watervliet,NY,
CU-17533611,RM,M,JACKSON, vincent,$56658,norwich,NY,
CU-41965354^,RMS,M,JACKSON, russell,$197037,ogdensburg,NY,
CU-74113734,RM,M,JACKSON, louis,$346810,auburn,NY,
CU-46167560,RR,M,JACKSON, philip,$97960,gloversville,NY,
CU-35048312,RMS,M,JACKSON, bobby,$106973,little%falls,NY,
CU-03133966,RM,M,JACKSON, johnny,$321069,binghamton,NY,
CU-44462181,RM,M,JACKSON, bradley,$91661,beacon,NY,
CU-56338641,RMS,F,JACKSON, mary,$140152,beacon,NY,
CU-81292462,RR,F,JACKSON, patricia,$69061,beacon,NY,
CU-68538606,RR,F,JACKSON, jennifer,$163732,beacon,NY,
CU-07111771,RM,F,JACKSON, linda,$232997,beacon,NY,
CU-65422283,RR,F,JACKSON, elizabeth,$63826,beacon,NY,
CU-63932938,RM,F,JACKSON, barbara,$223799,beacon,NY,
CU-52200350,RMS,F,JACKSON, susan,$128117,beacon,NY,
CU-98195276,RR,F,JACKSON, jessica,$237073,beacon,NY,
CU-84427300,RR,F,JACKSON, sarah,$88551,beacon,NY,
CU-65551637,RR,F,JACKSON, karen,$66543,beacon,NY,
CU-80334916,RMS,F,JACKSON, nancy,$176621,beacon,NY,
CU-02870338,RMS,F,JACKSON, lisa,$140011,beacon,NY,
CU-18085538,RR,F,JACKSON, margaret,$245032,beacon,NY,
CU-07795953,RMS,F,JACKSON, betty,$212416,beacon,NY,
CU-70153500,RR,F,JACKSON, sandra,$78494,beacon,NY,
